Date,Journey_ID,Transport_Mode,Origin_Station,Destination_Station,Tap_In_Time,Tap_Out_Time,Journey_Cost,Delay_Minutes,Origin_Borough,Destination_Borough
15/12/2024,TFL-J-479074,Bus,Kings Cross,Paddington,15/12/2024 09:48,15/12/2024 10:10,1.75,4,Camden,Westminster
08/02/2024,TFL-J-271981,Bus,Euston,Bank,08/02/2024 09:44,08/02/2024 10:24,1.75,8,Camden,City of London
19/02/2024,TFL-J-793726,Tube,Bank,Waterloo,19/02/2024 16:01,19/02/2024 16:43,2.84,1,City of London,Lambeth
03/09/2024,TFL-J-128970,Tube,Liverpool Street,Waterloo,03/09/2024 09:11,03/09/2024 09:51,3.4,11,City of London,Lambeth
12/09/2024,TFL-J-590194,Overground,Euston,Waterloo,12/09/2024 18:26,12/09/2024 19:12,3.95,18,Camden,Lambeth
28/09/2024,TFL-J-887293,Bus,Victoria,Waterloo,28/09/2024 09:51,28/09/2024 10:23,1.75,13,Westminster,Lambeth
05/01/2024,TFL-J-231094,Overground,Euston,Victoria,05/01/2024 10:47,05/01/2024 11:23,4.14,2,Camden,Westminster
10/11/2024,TFL-J-349322,Tube,Waterloo,Stratford,10/11/2024 09:41,10/11/2024 10:08,3.48,1,Lambeth,Newham
13/08/2024,TFL-J-359826,Tube,Liverpool Street,Kings Cross,13/08/2024 21:31,13/08/2024 22:10,5.46,1,City of London,Camden
12/01/2024,TFL-J-283821,Bus,Waterloo,Kings Cross,12/01/2024 16:10,12/01/2024 16:39,1.75,2,Lambeth,Camden
31/10/2024,TFL-J-360633,Tube,Waterloo,Stratford,31/10/2024 18:04,31/10/2024 18:55,8.52,11,Lambeth,Newham
28/01/2024,TFL-J-330469,Tube,Euston,Stratford,28/01/2024 09:57,28/01/2024 10:25,5.5,6,Camden,Newham
03/11/2024,TFL-J-742789,Tube,Canary Wharf,Euston,03/11/2024 19:57,03/11/2024 20:43,10.51,8,Tower Hamlets,Camden
03/03/2024,TFL-J-935948,Overground,Stratford,Victoria,03/03/2024 16:40,03/03/2024 17:34,8.13,21,Newham,Westminster
22/11/2024,TFL-J-134902,Overground,Paddington,Liverpool Street,22/11/2024 15:50,22/11/2024 16:12,4.37,0,Westminster,City of London
22/06/2024,TFL-J-358781,Tube,Canary Wharf,Victoria,22/06/2024 10:11,22/06/2024 10:33,5.49,1,Tower Hamlets,Westminster
23/07/2024,TFL-J-975506,Tube,Stratford,Kings Cross,23/07/2024 07:13,23/07/2024 07:34,3.06,3,Newham,Camden
12/02/2024,TFL-J-850583,Bus,Waterloo,Stratford,12/02/2024 09:09,12/02/2024 09:37,1.75,6,Lambeth,Newham
06/01/2024,TFL-J-789995,Tube,Euston,Stratford,06/01/2024 09:24,06/01/2024 10:02,3.59,2,Camden,Newham
05/03/2024,TFL-J-537542,Bus,Stratford,London Bridge,05/03/2024 07:26,05/03/2024 08:02,1.75,9,Newham,Southwark
01/07/2024,TFL-J-194978,Tube,Canary Wharf,Paddington,01/07/2024 16:13,01/07/2024 17:06,4.48,23,Tower Hamlets,Westminster
26/08/2024,TFL-J-207905,Bus,Canary Wharf,London Bridge,26/08/2024 13:49,26/08/2024 14:12,1.75,1,Tower Hamlets,Southwark
21/11/2024,TFL-J-335099,Tube,Canary Wharf,Waterloo,21/11/2024 07:54,21/11/2024 08:53,5.03,44,Tower Hamlets,Lambeth
24/01/2024,TFL-J-454883,Tube,Stratford,Bank,24/01/2024 17:07,24/01/2024 18:03,5.01,30,Newham,City of London
16/09/2024,TFL-J-121232,Tube,Stratford,Waterloo,16/09/2024 14:22,16/09/2024 15:10,4.23,5,Newham,Lambeth
25/05/2024,TFL-J-439742,Bus,Stratford,Bank,25/05/2024 09:04,25/05/2024 09:35,1.75,5,Newham,City of London
03/04/2024,TFL-J-553502,Overground,Paddington,Euston,03/04/2024 08:43,03/04/2024 08:59,3.08,1,Westminster,Camden
10/05/2024,TFL-J-215306,Bus,Euston,London Bridge,10/05/2024 07:26,10/05/2024 08:03,1.75,1,Camden,Southwark
01/03/2024,TFL-J-235043,Overground,London Bridge,Canary Wharf,01/03/2024 10:41,01/03/2024 11:27,5.09,4,Southwark,Tower Hamlets
19/02/2024,TFL-J-529365,Tube,Euston,Liverpool Street,19/02/2024 07:14,19/02/2024 08:11,4.28,18,Camden,City of London
22/01/2024,TFL-J-661686,Tube,Bank,Waterloo,22/01/2024 16:00,22/01/2024 16:34,3.65,7,City of London,Lambeth
19/01/2024,TFL-J-461685,Bus,Canary Wharf,Kings Cross,19/01/2024 16:06,19/01/2024 16:47,1.75,6,Tower Hamlets,Camden
08/12/2024,TFL-J-506516,Tube,Stratford,Victoria,08/12/2024 17:37,08/12/2024 18:01,5.26,5,Newham,Westminster
04/01/2024,TFL-J-374009,Tube,Liverpool Street,Victoria,04/01/2024 07:46,04/01/2024 08:05,4.17,0,City of London,Westminster
28/10/2024,TFL-J-271124,Bus,London Bridge,Liverpool Street,28/10/2024 07:48,28/10/2024 08:50,1.75,27,Southwark,City of London
25/05/2024,TFL-J-961289,Bus,Stratford,Canary Wharf,25/05/2024 17:46,25/05/2024 18:54,1.75,26,Newham,Tower Hamlets
20/11/2024,TFL-J-755492,Overground,Paddington,Bank,20/11/2024 16:35,20/11/2024 17:32,3.29,12,Westminster,City of London
16/02/2024,TFL-J-510837,Tube,Victoria,Paddington,16/02/2024 17:47,16/02/2024 18:41,3.5,14,Westminster,Westminster
15/07/2024,TFL-J-242036,Bus,Bank,Liverpool Street,15/07/2024 08:49,15/07/2024 09:52,1.75,38,City of London,City of London
29/07/2024,TFL-J-497847,Bus,Victoria,Euston,29/07/2024 08:39,29/07/2024 09:09,1.75,11,Westminster,Camden
02/09/2024,TFL-J-107257,Tube,Paddington,Kings Cross,02/09/2024 08:05,02/09/2024 08:30,2.85,9,Westminster,Camden
08/11/2024,TFL-J-596324,Overground,Paddington,Stratford,08/11/2024 07:28,08/11/2024 08:05,4.11,0,Westminster,Newham
08/09/2024,TFL-J-678200,Bus,Paddington,Waterloo,08/09/2024 19:32,08/09/2024 20:12,1.75,2,Westminster,Lambeth
20/09/2024,TFL-J-535651,Overground,Bank,Canary Wharf,20/09/2024 18:09,20/09/2024 18:18,9.4,9,City of London,Tower Hamlets
08/12/2024,TFL-J-258002,Bus,Waterloo,Victoria,08/12/2024 13:42,08/12/2024 14:06,1.75,1,Lambeth,Westminster
30/09/2024,TFL-J-342069,Tube,Bank,Canary Wharf,30/09/2024 17:20,30/09/2024 16:42,3.23,2,City of London,Tower Hamlets
09/04/2024,TFL-J-127406,Tube,Liverpool Street,Victoria,09/04/2024 08:17,09/04/2024 08:46,3.51,6,City of London,Westminster
30/10/2024,TFL-J-965046,Bus,Paddington,Kings Cross,30/10/2024 20:14,30/10/2024 20:52,1.75,0,Westminster,Camden
23/03/2024,TFL-J-132107,Tube,Bank,Paddington,23/03/2024 12:14,23/03/2024 12:54,3.98,0,City of London,Westminster
29/08/2024,TFL-J-136960,Tube,Bank,Euston,29/08/2024 10:12,29/08/2024 10:44,5.03,0,City of London,Camden
22/01/2024,TFL-J-854271,Tube,London Bridge,Liverpool Street,22/01/2024 09:22,22/01/2024 10:10,5.39,3,Southwark,City of London
10/01/2024,TFL-J-214907,Bus,Paddington,Stratford,10/01/2024 18:08,10/01/2024 18:12,9.4,4,Westminster,Newham
05/02/2024,TFL-J-443017,Bus,Canary Wharf,Stratford,05/02/2024 18:06,05/02/2024 18:58,1.75,25,Tower Hamlets,Newham
26/09/2024,TFL-J-510934,Overground,Canary Wharf,Paddington,26/09/2024 07:58,26/09/2024 08:18,3.1,0,Tower Hamlets,Westminster
13/10/2024,TFL-J-190248,Bus,Bank,Paddington,13/10/2024 13:18,13/10/2024 13:47,4.61,2,City of London,Westminster
08/05/2024,TFL-J-229075,Tube,Liverpool Street,Waterloo,08/05/2024 08:36,08/05/2024 08:39,9.4,14,City of London,Lambeth
25/06/2024,TFL-J-912083,Tube,Kings Cross,Paddington,25/06/2024 10:29,25/06/2024 09:40,3.14,20,Camden,Westminster
20/10/2024,TFL-J-147818,Bus,Liverpool Street,Paddington,20/10/2024 07:27,20/10/2024 08:22,1.75,28,City of London,Westminster
09/10/2024,TFL-J-428883,Tube,Liverpool Street,Euston,09/10/2024 07:05,09/10/2024 07:42,5.26,2,City of London,Camden
02/12/2024,TFL-J-422136,Tube,Bank,Victoria,02/12/2024 16:57,02/12/2024 17:16,5.33,1,City of London,Westminster
16/06/2024,TFL-J-560231,Tube,Stratford,London Bridge,16/06/2024 08:28,16/06/2024 09:07,3.7,9,Newham,Southwark
08/06/2024,TFL-J-719787,Tube,Stratford,London Bridge,08/06/2024 07:46,08/06/2024 08:14,3.29,4,Newham,Southwark
26/08/2024,TFL-J-257337,Tube,Liverpool Street,Stratford,26/08/2024 17:50,26/08/2024 18:18,3.76,4,City of London,Newham
04/07/2024,TFL-J-737961,Bus,Kings Cross,Victoria,04/07/2024 20:52,04/07/2024 21:12,1.75,0,Camden,Westminster
26/09/2024,TFL-J-888928,Tube,Waterloo,Canary Wharf,26/09/2024 17:49,26/09/2024 18:29,4.39,10,Lambeth,Tower Hamlets
28/01/2024,TFL-J-433950,Tube,Canary Wharf,Paddington,28/01/2024 22:10,28/01/2024 22:31,4.49,0,Tower Hamlets,Westminster
14/11/2024,TFL-J-628362,Tube,Bank,Canary Wharf,14/11/2024 07:26,14/11/2024 08:36,4.46,36,City of London,Tower Hamlets
30/03/2024,TFL-J-943877,Tube,Paddington,Euston,30/03/2024 09:31,30/03/2024 10:21,4.1,22,Westminster,Camden
23/05/2024,TFL-J-364921,Tube,Paddington,Victoria,23/05/2024 10:10,23/05/2024 10:54,4.05,5,Westminster,Westminster
01/06/2024,TFL-J-666640,Tube,Victoria,Bank,01/06/2024 10:53,01/06/2024 11:34,4.71,1,Westminster,City of London
02/08/2024,TFL-J-962991,Bus,Kings Cross,Stratford,02/08/2024 18:25,02/08/2024 18:51,1.75,3,Camden,Newham
21/03/2024,TFL-J-406245,Overground,Liverpool Street,Euston,21/03/2024 14:09,21/03/2024 14:48,3.05,4,City of London,Camden
23/05/2024,TFL-J-576717,Tube,London Bridge,Victoria,23/05/2024 22:22,23/05/2024 23:08,2.82,5,Southwark,Westminster
20/04/2024,TFL-J-797425,Tube,Bank,Victoria,20/04/2024 09:32,20/04/2024 10:25,3.79,27,City of London,Westminster
30/01/2024,TFL-J-418461,Bus,London Bridge,Canary Wharf,30/01/2024 18:31,30/01/2024 19:38,1.75,22,Southwark,Tower Hamlets
02/11/2024,TFL-J-395514,Bus,Canary Wharf,Kings Cross,02/11/2024 07:14,02/11/2024 08:00,1.75,7,Tower Hamlets,Camden
01/04/2024,TFL-J-151180,Overground,Bank,Waterloo,01/04/2024 07:17,01/04/2024 07:42,10.86,0,City of London,Lambeth
21/03/2024,TFL-J-873216,Tube,Stratford,Bank,21/03/2024 07:40,21/03/2024 07:40,7.44,15,Newham,City of London
12/06/2024,TFL-J-743808,Tube,Victoria,Kings Cross,12/06/2024 16:50,12/06/2024 17:21,4.56,7,Westminster,Camden
02/11/2024,TFL-J-821511,Tube,Kings Cross,Paddington,02/11/2024 16:01,02/11/2024 16:42,3.37,12,Camden,Westminster
02/07/2024,TFL-J-970519,Overground,Canary Wharf,Paddington,02/07/2024 18:05,02/07/2024 17:32,4.7,4,Tower Hamlets,Westminster
15/04/2024,TFL-J-154042,Tube,Liverpool Street,Paddington,15/04/2024 17:53,15/04/2024 18:25,4.68,4,City of London,Westminster
04/05/2024,TFL-J-396438,Tube,Paddington,Bank,04/05/2024 08:11,04/05/2024 08:46,4.74,1,Westminster,City of London
18/10/2024,TFL-J-994766,Tube,Victoria,Bank,18/10/2024 11:39,18/10/2024 11:55,4.95,0,Westminster,City of London
03/02/2024,TFL-J-256598,Tube,Paddington,Canary Wharf,03/02/2024 12:55,03/02/2024 13:29,4.5,1,Westminster,Tower Hamlets
16/05/2024,TFL-J-473848,Tube,London Bridge,Euston,16/05/2024 17:41,16/05/2024 18:09,5.25,0,Southwark,Camden
18/11/2024,TFL-J-179500,Bus,Paddington,Canary Wharf,18/11/2024 08:05,18/11/2024 08:29,1.75,5,Westminster,Tower Hamlets
02/04/2024,TFL-J-453787,Bus,Victoria,Paddington,02/04/2024 14:59,02/04/2024 15:17,1.75,3,Westminster,Westminster
10/01/2024,TFL-J-939763,Bus,Euston,Stratford,10/01/2024 08:48,10/01/2024 09:34,1.75,11,Camden,Newham
05/11/2024,TFL-J-684371,Bus,Waterloo,Paddington,05/11/2024 07:25,05/11/2024 07:50,1.75,5,Lambeth,Westminster
01/10/2024,TFL-J-739434,Tube,Euston,Stratford,01/10/2024 23:09,01/10/2024 23:52,4.49,0,Camden,Newham
12/12/2024,TFL-J-724324,Tube,Paddington,London Bridge,12/12/2024 13:21,12/12/2024 13:55,3.97,5,Westminster,Southwark
12/08/2024,TFL-J-192270,Bus,London Bridge,Euston,12/08/2024 18:59,12/08/2024 19:31,4.39,12,Southwark,Camden
17/09/2024,TFL-J-725617,Tube,Victoria,Canary Wharf,17/09/2024 17:11,17/09/2024 17:33,4.28,2,Westminster,Tower Hamlets
25/02/2024,TFL-J-810052,Tube,Victoria,Liverpool Street,25/02/2024 17:42,25/02/2024 18:32,2.83,17,Westminster,City of London
07/05/2024,TFL-J-270000,Tube,Waterloo,Kings Cross,07/05/2024 23:49,08/05/2024 00:07,5.19,3,Lambeth,Camden
06/08/2024,TFL-J-742862,Bus,Euston,Kings Cross,06/08/2024 08:31,06/08/2024 09:38,1.75,29,Camden,Camden
20/10/2024,TFL-J-805777,Bus,Canary Wharf,Paddington,20/10/2024 07:40,20/10/2024 08:17,1.75,10,Tower Hamlets,Westminster
07/06/2024,TFL-J-451193,Bus,Liverpool Street,Waterloo,07/06/2024 18:55,07/06/2024 19:20,1.75,2,City of London,Lambeth
15/09/2024,TFL-J-788900,Tube,Paddington,Bank,15/09/2024 09:10,15/09/2024 09:45,3.48,7,Westminster,City of London
24/12/2024,TFL-J-740175,Tube,Waterloo,London Bridge,24/12/2024 13:45,24/12/2024 14:24,2.87,1,Lambeth,Southwark
20/03/2024,TFL-J-529516,Bus,Euston,Stratford,20/03/2024 17:10,20/03/2024 17:45,1.75,1,Camden,Newham
08/06/2024,TFL-J-205760,Tube,Kings Cross,Liverpool Street,08/06/2024 07:13,08/06/2024 07:47,3.69,0,Camden,City of London
10/05/2024,TFL-J-679766,Bus,Paddington,Stratford,10/05/2024 17:14,10/05/2024 18:02,1.75,24,Westminster,Newham
07/08/2024,TFL-J-845150,Tube,Canary Wharf,Stratford,07/08/2024 07:25,07/08/2024 08:08,3.08,0,Tower Hamlets,Newham
23/05/2024,TFL-J-664788,Tube,Liverpool Street,Paddington,23/05/2024 16:56,23/05/2024 17:40,4.79,12,City of London,Westminster
27/02/2024,TFL-J-623437,Tube,Waterloo,Euston,27/02/2024 09:10,27/02/2024 09:54,4.55,15,Lambeth,Camden
03/04/2024,TFL-J-786984,Tube,Euston,Bank,03/04/2024 08:18,03/04/2024 09:04,3.78,6,Camden,City of London
21/09/2024,TFL-J-272872,Tube,Liverpool Street,Euston,21/09/2024 19:38,21/09/2024 20:16,5.18,2,City of London,Camden
07/02/2024,TFL-J-625613,Bus,Stratford,Paddington,07/02/2024 08:28,07/02/2024 08:56,1.75,7,Newham,Westminster
09/01/2024,TFL-J-344012,Tube,Victoria,Paddington,09/01/2024 21:48,09/01/2024 22:14,5.24,1,Westminster,Westminster
18/07/2024,TFL-J-377781,Tube,Stratford,Bank,18/07/2024 17:10,18/07/2024 17:55,9.47,26,Newham,City of London
19/12/2024,TFL-J-553052,Tube,Paddington,Kings Cross,19/12/2024 09:01,19/12/2024 09:36,3.67,4,Westminster,Camden
03/02/2024,TFL-J-500874,Tube,Victoria,Euston,03/02/2024 07:59,03/02/2024 08:32,5.41,8,Westminster,Camden
21/12/2024,TFL-J-510697,Tube,London Bridge,Canary Wharf,21/12/2024 08:09,21/12/2024 08:31,4.97,4,Southwark,Tower Hamlets
02/01/2024,TFL-J-710464,Tube,Kings Cross,Waterloo,02/01/2024 18:40,02/01/2024 19:14,4.9,3,Camden,Lambeth
08/05/2024,TFL-J-677683,Tube,Bank,Waterloo,08/05/2024 16:26,08/05/2024 16:58,2.95,0,City of London,Lambeth
05/09/2024,TFL-J-488920,Tube,Liverpool Street,Stratford,05/09/2024 12:40,05/09/2024 13:16,3.12,0,City of London,Newham
24/04/2024,TFL-J-378868,Tube,Euston,Bank,24/04/2024 14:31,24/04/2024 14:59,5.43,0,Camden,City of London
02/05/2024,TFL-J-555625,Overground,Liverpool Street,Victoria,02/05/2024 13:23,02/05/2024 13:47,4.61,0,City of London,Westminster
23/11/2024,TFL-J-520363,Tube,London Bridge,Kings Cross,23/11/2024 08:20,23/11/2024 08:59,3,14,Southwark,Camden
11/02/2024,TFL-J-199082,Bus,Paddington,Waterloo,11/02/2024 07:06,11/02/2024 07:33,1.75,9,Westminster,Lambeth
20/07/2024,TFL-J-517334,Tube,London Bridge,Euston,20/07/2024 16:03,20/07/2024 16:40,4.32,14,Southwark,Camden
19/10/2024,TFL-J-383767,Tube,London Bridge,Waterloo,19/10/2024 08:15,19/10/2024 09:34,4.92,36,Southwark,Lambeth
22/02/2024,TFL-J-815304,Tube,London Bridge,Paddington,22/02/2024 17:07,22/02/2024 17:42,4.38,3,Southwark,Westminster
15/10/2024,TFL-J-818992,Bus,Liverpool Street,Stratford,15/10/2024 07:43,15/10/2024 08:21,1.75,3,City of London,Newham
01/02/2024,TFL-J-710477,Overground,Paddington,Bank,01/02/2024 16:06,01/02/2024 17:02,5.2,14,Westminster,City of London
08/07/2024,TFL-J-520793,Bus,Canary Wharf,London Bridge,08/07/2024 22:45,08/07/2024 23:38,1.75,13,Tower Hamlets,Southwark
25/05/2024,TFL-J-809743,Tube,Waterloo,Victoria,25/05/2024 19:48,25/05/2024 20:16,3.27,3,Lambeth,Westminster
17/07/2024,TFL-J-439254,Tube,Stratford,Liverpool Street,17/07/2024 09:23,17/07/2024 10:36,3.31,36,Newham,City of London
20/03/2024,TFL-J-367279,Bus,Liverpool Street,London Bridge,20/03/2024 07:24,20/03/2024 07:55,1.75,6,City of London,Southwark
12/05/2024,TFL-J-554852,Tube,Stratford,Waterloo,12/05/2024 08:11,12/05/2024 08:45,3.7,8,Newham,Lambeth
11/09/2024,TFL-J-830177,Tube,Paddington,Kings Cross,11/09/2024 13:36,11/09/2024 14:20,3.11,6,Westminster,Camden
25/11/2024,TFL-J-964566,Overground,Euston,London Bridge,25/11/2024 08:46,25/11/2024 10:00,3.82,31,Camden,Southwark
05/03/2024,TFL-J-371159,Tube,Kings Cross,Liverpool Street,05/03/2024 07:25,05/03/2024 07:56,4.3,5,Camden,City of London
02/08/2024,TFL-J-800745,Tube,Paddington,Waterloo,02/08/2024 17:26,02/08/2024 17:54,4.6,11,Westminster,Lambeth
06/02/2024,TFL-J-544453,Tube,Euston,Victoria,06/02/2024 08:26,06/02/2024 09:05,4.99,0,Camden,Westminster
24/11/2024,TFL-J-633172,Overground,Paddington,Liverpool Street,24/11/2024 08:40,24/11/2024 09:01,4.01,4,Westminster,City of London
23/03/2024,TFL-J-222632,Tube,Kings Cross,Bank,23/03/2024 17:16,23/03/2024 18:11,5.31,13,Camden,City of London
14/05/2024,TFL-J-981175,Tube,Euston,Canary Wharf,14/05/2024 16:58,14/05/2024 17:32,4.46,1,Camden,Tower Hamlets
21/02/2024,TFL-J-717242,Tube,Victoria,London Bridge,21/02/2024 20:51,21/02/2024 21:30,3.21,1,Westminster,Southwark
01/09/2024,TFL-J-627159,Tube,Victoria,Stratford,01/09/2024 09:45,01/09/2024 10:42,3.34,34,Westminster,Newham
05/11/2024,TFL-J-210751,Tube,Victoria,Bank,05/11/2024 16:25,05/11/2024 16:59,4.4,8,Westminster,City of London
13/12/2024,TFL-J-180703,Tube,Kings Cross,Victoria,13/12/2024 09:39,13/12/2024 10:47,3.88,32,Camden,Westminster
02/12/2024,TFL-J-717131,Bus,Euston,Paddington,02/12/2024 07:08,02/12/2024 07:35,1.75,2,Camden,Westminster
19/09/2024,TFL-J-577664,Tube,Stratford,London Bridge,19/09/2024 07:58,19/09/2024 08:29,4.54,12,Newham,Southwark
28/04/2024,TFL-J-399111,Bus,Canary Wharf,Waterloo,28/04/2024 16:22,28/04/2024 16:46,1.75,1,Tower Hamlets,Lambeth
18/01/2024,TFL-J-655477,Tube,Paddington,Canary Wharf,18/01/2024 20:35,18/01/2024 20:57,3.31,7,Westminster,Tower Hamlets
27/06/2024,TFL-J-829112,Bus,Canary Wharf,Liverpool Street,27/06/2024 08:39,27/06/2024 09:31,1.75,11,Tower Hamlets,City of London
09/12/2024,TFL-J-586498,Tube,Waterloo,Stratford,09/12/2024 17:57,09/12/2024 18:39,5.3,20,Lambeth,Newham
12/05/2024,TFL-J-306137,Overground,Victoria,London Bridge,12/05/2024 16:19,12/05/2024 16:46,4.87,1,Westminster,Southwark
02/04/2024,TFL-J-821057,Tube,Euston,Canary Wharf,02/04/2024 17:07,02/04/2024 17:52,4.05,7,Camden,Tower Hamlets
04/10/2024,TFL-J-611867,Tube,Stratford,Bank,04/10/2024 13:07,04/10/2024 13:40,4.81,5,Newham,City of London
23/04/2024,TFL-J-742162,Bus,Bank,Waterloo,23/04/2024 17:07,23/04/2024 17:49,1.75,23,City of London,Lambeth
09/06/2024,TFL-J-656984,Tube,Stratford,Euston,09/06/2024 18:22,09/06/2024 18:43,9.42,5,Newham,Camden
27/02/2024,TFL-J-503399,Bus,Kings Cross,Euston,27/02/2024 20:02,27/02/2024 19:44,1.75,2,Camden,Camden
14/03/2024,TFL-J-545018,Tube,Canary Wharf,Waterloo,14/03/2024 17:39,14/03/2024 18:28,3.23,24,Tower Hamlets,Lambeth
09/03/2024,TFL-J-441302,Tube,Kings Cross,Canary Wharf,09/03/2024 09:27,09/03/2024 10:07,3.21,2,Camden,Tower Hamlets
05/08/2024,TFL-J-221642,Tube,Euston,Kings Cross,05/08/2024 10:33,05/08/2024 11:21,4.68,3,Camden,Camden
13/09/2024,TFL-J-592738,Tube,Bank,Euston,13/09/2024 08:40,13/09/2024 09:42,5.33,20,City of London,Camden
12/12/2024,TFL-J-173424,Tube,Canary Wharf,Paddington,12/12/2024 12:42,12/12/2024 13:08,3.25,0,Tower Hamlets,Westminster
17/07/2024,TFL-J-568621,Overground,Euston,Paddington,17/07/2024 16:55,17/07/2024 17:26,5.4,6,Camden,Westminster
23/04/2024,TFL-J-710443,Tube,Euston,Kings Cross,23/04/2024 15:31,23/04/2024 16:18,3.55,2,Camden,Camden
07/05/2024,TFL-J-206094,Overground,Stratford,Paddington,07/05/2024 16:45,07/05/2024 17:42,3.23,22,Newham,Westminster
10/11/2024,TFL-J-805878,Tube,Victoria,Kings Cross,10/11/2024 16:30,10/11/2024 17:26,3.04,14,Westminster,Camden
22/10/2024,TFL-J-453267,Bus,Kings Cross,Stratford,22/10/2024 07:49,22/10/2024 08:30,1.75,9,Camden,Newham
23/04/2024,TFL-J-570569,Tube,Canary Wharf,Stratford,23/04/2024 11:43,23/04/2024 12:21,5.46,6,Tower Hamlets,Newham
20/12/2024,TFL-J-742596,Tube,London Bridge,Paddington,20/12/2024 22:57,20/12/2024 23:43,4.61,9,Southwark,Westminster
10/08/2024,TFL-J-739867,Tube,Bank,Canary Wharf,10/08/2024 10:37,10/08/2024 10:56,2.91,3,City of London,Tower Hamlets
15/08/2024,TFL-J-725914,Tube,Kings Cross,Bank,15/08/2024 08:26,15/08/2024 08:53,3.68,0,Camden,City of London
24/06/2024,TFL-J-883162,Bus,Canary Wharf,Euston,24/06/2024 20:53,24/06/2024 21:38,1.75,0,Tower Hamlets,Camden
27/05/2024,TFL-J-853477,Bus,Kings Cross,Bank,27/05/2024 07:41,27/05/2024 08:24,1.75,6,Camden,City of London
19/06/2024,TFL-J-348505,Tube,Bank,Euston,19/06/2024 21:57,19/06/2024 22:44,4.37,6,City of London,Camden
09/06/2024,TFL-J-142219,Overground,Stratford,Waterloo,09/06/2024 09:29,09/06/2024 10:03,3.43,0,Newham,Lambeth
12/04/2024,TFL-J-166127,Bus,Liverpool Street,Bank,12/04/2024 09:54,12/04/2024 10:41,1.75,4,City of London,City of London
08/09/2024,TFL-J-227634,Tube,Canary Wharf,Liverpool Street,08/09/2024 16:53,08/09/2024 17:43,2.84,13,Tower Hamlets,City of London
27/03/2024,TFL-J-797001,Overground,London Bridge,Euston,27/03/2024 12:05,27/03/2024 12:42,3.35,0,Southwark,Camden
04/02/2024,TFL-J-200033,Bus,Waterloo,Euston,04/02/2024 16:14,04/02/2024 16:55,1.75,9,Lambeth,Camden
19/01/2024,TFL-J-736043,Bus,Paddington,London Bridge,19/01/2024 22:32,19/01/2024 22:56,1.75,2,Westminster,Southwark
01/11/2024,TFL-J-425185,Overground,Liverpool Street,London Bridge,01/11/2024 09:36,01/11/2024 10:18,11.58,9,City of London,Southwark
02/06/2024,TFL-J-571188,Tube,London Bridge,Euston,02/06/2024 07:59,02/06/2024 08:31,2.88,0,Southwark,Camden
25/02/2024,TFL-J-522578,Tube,Victoria,Stratford,25/02/2024 09:24,25/02/2024 10:01,3.54,9,Westminster,Newham
08/10/2024,TFL-J-202366,Bus,Stratford,Paddington,08/10/2024 07:22,08/10/2024 08:15,1.75,12,Newham,Westminster
18/03/2024,TFL-J-756528,Tube,Bank,Stratford,18/03/2024 16:18,18/03/2024 17:04,4.49,19,City of London,Newham
27/03/2024,TFL-J-646253,Tube,Canary Wharf,Victoria,27/03/2024 17:37,27/03/2024 18:04,3.25,9,Tower Hamlets,Westminster
17/05/2024,TFL-J-860004,Overground,Stratford,Bank,17/05/2024 09:41,17/05/2024 10:42,6.11,20,Newham,City of London
06/03/2024,TFL-J-409765,Tube,Victoria,Stratford,06/03/2024 18:29,06/03/2024 18:48,2.84,2,Westminster,Newham
08/03/2024,TFL-J-932049,Tube,Paddington,Euston,08/03/2024 16:28,08/03/2024 17:29,10.51,19,Westminster,Camden
23/03/2024,TFL-J-432673,Tube,Paddington,Bank,23/03/2024 15:15,23/03/2024 15:57,4.8,0,Westminster,City of London
12/09/2024,TFL-J-363019,Bus,Euston,London Bridge,12/09/2024 08:37,12/09/2024 09:10,1.75,12,Camden,Southwark
01/05/2024,TFL-J-798320,Bus,Canary Wharf,Waterloo,01/05/2024 07:48,01/05/2024 08:16,1.75,1,Tower Hamlets,Lambeth
22/09/2024,TFL-J-653712,Tube,Euston,London Bridge,22/09/2024 17:01,22/09/2024 18:16,3.74,48,Camden,Southwark
30/11/2024,TFL-J-541119,Tube,Bank,Liverpool Street,30/11/2024 09:48,30/11/2024 10:07,4.26,3,City of London,City of London
23/08/2024,TFL-J-215589,Tube,Euston,Waterloo,23/08/2024 08:33,23/08/2024 09:20,3.33,4,Camden,Lambeth
20/09/2024,TFL-J-212670,Tube,Bank,London Bridge,20/09/2024 08:30,20/09/2024 08:45,5.19,0,City of London,Southwark
20/11/2024,TFL-J-467140,Tube,Paddington,Stratford,20/11/2024 16:50,20/11/2024 17:24,3.08,6,Westminster,Newham
06/07/2024,TFL-J-257759,Tube,Canary Wharf,Kings Cross,06/07/2024 08:44,06/07/2024 09:12,5.3,6,Tower Hamlets,Camden
24/03/2024,TFL-J-898526,Bus,London Bridge,Victoria,24/03/2024 08:17,24/03/2024 08:38,1.75,1,Southwark,Westminster
25/11/2024,TFL-J-649585,Tube,Kings Cross,Paddington,25/11/2024 16:28,25/11/2024 16:47,3.48,0,Camden,Westminster
27/06/2024,TFL-J-876305,Bus,Kings Cross,Waterloo,27/06/2024 17:33,27/06/2024 17:33,1.75,5,Camden,Lambeth
