Date,Journey_ID,Transport_Mode,Origin_Station,Destination_Station,Tap_In_Time,Tap_Out_Time,Journey_Cost,Delay_Minutes,Origin_Borough,Destination_Borough,Journey_Duration,Cost_Per_Minute,Time_of_Day,Congestion_Tier
2024-04-03,TFL-J-553502,Overground,Paddington,Euston,2024-04-03 08:43:00,2024-04-03 08:59:00,3.08,1,Westminster,Camden,16.0,0.1925,Peak AM,Smooth
2024-05-10,TFL-J-215306,Bus,Euston,London Bridge,2024-05-10 07:26:00,2024-05-10 08:03:00,1.75,1,Camden,Southwark,37.0,0.0472972972972973,Peak AM,Smooth
2024-03-01,TFL-J-235043,Overground,London Bridge,Canary Wharf,2024-03-01 10:41:00,2024-03-01 11:27:00,5.09,4,Southwark,Tower Hamlets,46.0,0.11065217391304348,Off-Peak,Smooth
2024-02-19,TFL-J-529365,Tube,Euston,Liverpool Street,2024-02-19 07:14:00,2024-02-19 08:11:00,4.28,18,Camden,City of London,57.0,0.07508771929824562,Peak AM,High Friction
2024-01-22,TFL-J-661686,Tube,Bank,Waterloo,2024-01-22 16:00:00,2024-01-22 16:34:00,3.65,7,City of London,Lambeth,34.0,0.10735294117647058,Peak PM,Minor Delays
2024-01-19,TFL-J-461685,Bus,Canary Wharf,Kings Cross,2024-01-19 16:06:00,2024-01-19 16:47:00,1.75,6,Tower Hamlets,Camden,41.0,0.042682926829268296,Peak PM,Minor Delays
2024-12-08,TFL-J-506516,Tube,Stratford,Victoria,2024-12-08 17:37:00,2024-12-08 18:01:00,5.26,5,Newham,Westminster,24.0,0.21916666666666665,Peak PM,Smooth
2024-01-04,TFL-J-374009,Tube,Liverpool Street,Victoria,2024-01-04 07:46:00,2024-01-04 08:05:00,4.17,0,City of London,Westminster,19.0,0.21947368421052632,Peak AM,Smooth
2024-10-28,TFL-J-271124,Bus,London Bridge,Liverpool Street,2024-10-28 07:48:00,2024-10-28 08:50:00,1.75,27,Southwark,City of London,62.0,0.028225806451612902,Peak AM,Severe Friction
2024-05-25,TFL-J-961289,Bus,Stratford,Canary Wharf,2024-05-25 17:46:00,2024-05-25 18:54:00,1.75,26,Newham,Tower Hamlets,68.0,0.025735294117647058,Peak PM,High Friction
2024-11-20,TFL-J-755492,Overground,Paddington,Bank,2024-11-20 16:35:00,2024-11-20 17:32:00,3.29,12,Westminster,City of London,57.0,0.05771929824561404,Peak PM,High Friction
2024-02-16,TFL-J-510837,Tube,Victoria,Paddington,2024-02-16 17:47:00,2024-02-16 18:41:00,3.5,14,Westminster,Westminster,54.0,0.06481481481481481,Peak PM,High Friction
2024-07-15,TFL-J-242036,Bus,Bank,Liverpool Street,2024-07-15 08:49:00,2024-07-15 09:52:00,1.75,38,City of London,City of London,63.0,0.027777777777777776,Peak AM,Severe Friction
2024-07-29,TFL-J-497847,Bus,Victoria,Euston,2024-07-29 08:39:00,2024-07-29 09:09:00,1.75,11,Westminster,Camden,30.0,0.058333333333333334,Peak AM,High Friction
2024-09-02,TFL-J-107257,Tube,Paddington,Kings Cross,2024-09-02 08:05:00,2024-09-02 08:30:00,2.85,9,Westminster,Camden,25.0,0.114,Peak AM,Minor Delays
2024-11-08,TFL-J-596324,Overground,Paddington,Stratford,2024-11-08 07:28:00,2024-11-08 08:05:00,4.11,0,Westminster,Newham,37.0,0.11108108108108108,Peak AM,Smooth
2024-09-08,TFL-J-678200,Bus,Paddington,Waterloo,2024-09-08 19:32:00,2024-09-08 20:12:00,1.75,2,Westminster,Lambeth,40.0,0.04375,Night,Smooth
2024-09-20,TFL-J-535651,Overground,Bank,Canary Wharf,2024-09-20 18:09:00,2024-09-20 18:18:00,9.4,9,City of London,Tower Hamlets,9.0,1.0444444444444445,Peak PM,Minor Delays
2024-12-08,TFL-J-258002,Bus,Waterloo,Victoria,2024-12-08 13:42:00,2024-12-08 14:06:00,1.75,1,Lambeth,Westminster,24.0,0.07291666666666667,Off-Peak,Smooth
2024-04-09,TFL-J-127406,Tube,Liverpool Street,Victoria,2024-04-09 08:17:00,2024-04-09 08:46:00,3.51,6,City of London,Westminster,29.0,0.12103448275862068,Peak AM,Minor Delays
2024-10-30,TFL-J-965046,Bus,Paddington,Kings Cross,2024-10-30 20:14:00,2024-10-30 20:52:00,1.75,0,Westminster,Camden,38.0,0.046052631578947366,Night,Smooth
2024-03-23,TFL-J-132107,Tube,Bank,Paddington,2024-03-23 12:14:00,2024-03-23 12:54:00,3.98,0,City of London,Westminster,40.0,0.0995,Off-Peak,Smooth
2024-08-29,TFL-J-136960,Tube,Bank,Euston,2024-08-29 10:12:00,2024-08-29 10:44:00,5.03,0,City of London,Camden,32.0,0.1571875,Off-Peak,Smooth
2024-01-22,TFL-J-854271,Tube,London Bridge,Liverpool Street,2024-01-22 09:22:00,2024-01-22 10:10:00,5.39,3,Southwark,City of London,48.0,0.11229166666666666,Peak AM,Smooth
2024-01-10,TFL-J-214907,Bus,Paddington,Stratford,2024-01-10 18:08:00,2024-01-10 18:12:00,9.4,4,Westminster,Newham,4.0,2.35,Peak PM,Smooth
2024-02-05,TFL-J-443017,Bus,Canary Wharf,Stratford,2024-02-05 18:06:00,2024-02-05 18:58:00,1.75,25,Tower Hamlets,Newham,52.0,0.03365384615384615,Peak PM,High Friction
2024-09-26,TFL-J-510934,Overground,Canary Wharf,Paddington,2024-09-26 07:58:00,2024-09-26 08:18:00,3.1,0,Tower Hamlets,Westminster,20.0,0.155,Peak AM,Smooth
2024-10-13,TFL-J-190248,Bus,Bank,Paddington,2024-10-13 13:18:00,2024-10-13 13:47:00,4.61,2,City of London,Westminster,29.0,0.15896551724137933,Off-Peak,Smooth
2024-05-08,TFL-J-229075,Tube,Liverpool Street,Waterloo,2024-05-08 08:36:00,2024-05-08 08:39:00,9.4,14,City of London,Lambeth,3.0,3.1333333333333333,Peak AM,High Friction
2024-10-20,TFL-J-147818,Bus,Liverpool Street,Paddington,2024-10-20 07:27:00,2024-10-20 08:22:00,1.75,28,City of London,Westminster,55.0,0.031818181818181815,Peak AM,High Friction
2024-10-09,TFL-J-428883,Tube,Liverpool Street,Euston,2024-10-09 07:05:00,2024-10-09 07:42:00,5.26,2,City of London,Camden,37.0,0.14216216216216215,Peak AM,Smooth
2024-12-02,TFL-J-422136,Tube,Bank,Victoria,2024-12-02 16:57:00,2024-12-02 17:16:00,5.33,1,City of London,Westminster,19.0,0.2805263157894737,Peak PM,Smooth
2024-06-16,TFL-J-560231,Tube,Stratford,London Bridge,2024-06-16 08:28:00,2024-06-16 09:07:00,3.7,9,Newham,Southwark,39.0,0.09487179487179488,Peak AM,Minor Delays
2024-06-08,TFL-J-719787,Tube,Stratford,London Bridge,2024-06-08 07:46:00,2024-06-08 08:14:00,3.29,4,Newham,Southwark,28.0,0.11750000000000001,Peak AM,Smooth
2024-08-26,TFL-J-257337,Tube,Liverpool Street,Stratford,2024-08-26 17:50:00,2024-08-26 18:18:00,3.76,4,City of London,Newham,28.0,0.13428571428571429,Peak PM,Smooth
2024-07-04,TFL-J-737961,Bus,Kings Cross,Victoria,2024-07-04 20:52:00,2024-07-04 21:12:00,1.75,0,Camden,Westminster,20.0,0.0875,Night,Smooth
2024-09-26,TFL-J-888928,Tube,Waterloo,Canary Wharf,2024-09-26 17:49:00,2024-09-26 18:29:00,4.39,10,Lambeth,Tower Hamlets,40.0,0.10974999999999999,Peak PM,Minor Delays
2024-01-28,TFL-J-433950,Tube,Canary Wharf,Paddington,2024-01-28 22:10:00,2024-01-28 22:31:00,4.49,0,Tower Hamlets,Westminster,21.0,0.2138095238095238,Night,Smooth
2024-11-14,TFL-J-628362,Tube,Bank,Canary Wharf,2024-11-14 07:26:00,2024-11-14 08:36:00,4.46,36,City of London,Tower Hamlets,70.0,0.06371428571428571,Peak AM,Severe Friction
2024-03-30,TFL-J-943877,Tube,Paddington,Euston,2024-03-30 09:31:00,2024-03-30 10:21:00,4.1,22,Westminster,Camden,50.0,0.08199999999999999,Peak AM,High Friction
2024-05-23,TFL-J-364921,Tube,Paddington,Victoria,2024-05-23 10:10:00,2024-05-23 10:54:00,4.05,5,Westminster,Westminster,44.0,0.09204545454545454,Off-Peak,Smooth
2024-06-01,TFL-J-666640,Tube,Victoria,Bank,2024-06-01 10:53:00,2024-06-01 11:34:00,4.71,1,Westminster,City of London,41.0,0.11487804878048781,Off-Peak,Smooth
2024-08-02,TFL-J-962991,Bus,Kings Cross,Stratford,2024-08-02 18:25:00,2024-08-02 18:51:00,1.75,3,Camden,Newham,26.0,0.0673076923076923,Peak PM,Smooth
2024-03-21,TFL-J-406245,Overground,Liverpool Street,Euston,2024-03-21 14:09:00,2024-03-21 14:48:00,3.05,4,City of London,Camden,39.0,0.0782051282051282,Off-Peak,Smooth
2024-05-23,TFL-J-576717,Tube,London Bridge,Victoria,2024-05-23 22:22:00,2024-05-23 23:08:00,2.82,5,Southwark,Westminster,46.0,0.06130434782608695,Night,Smooth
2024-04-20,TFL-J-797425,Tube,Bank,Victoria,2024-04-20 09:32:00,2024-04-20 10:25:00,3.79,27,City of London,Westminster,53.0,0.07150943396226415,Peak AM,High Friction
2024-01-30,TFL-J-418461,Bus,London Bridge,Canary Wharf,2024-01-30 18:31:00,2024-01-30 19:38:00,1.75,22,Southwark,Tower Hamlets,67.0,0.026119402985074626,Peak PM,High Friction
2024-11-02,TFL-J-395514,Bus,Canary Wharf,Kings Cross,2024-11-02 07:14:00,2024-11-02 08:00:00,1.75,7,Tower Hamlets,Camden,46.0,0.03804347826086957,Peak AM,Minor Delays
2024-04-01,TFL-J-151180,Overground,Bank,Waterloo,2024-04-01 07:17:00,2024-04-01 07:42:00,10.86,0,City of London,Lambeth,25.0,0.43439999999999995,Peak AM,Smooth
2024-06-12,TFL-J-743808,Tube,Victoria,Kings Cross,2024-06-12 16:50:00,2024-06-12 17:21:00,4.56,7,Westminster,Camden,31.0,0.14709677419354839,Peak PM,Minor Delays
2024-11-02,TFL-J-821511,Tube,Kings Cross,Paddington,2024-11-02 16:01:00,2024-11-02 16:42:00,3.37,12,Camden,Westminster,41.0,0.08219512195121952,Peak PM,High Friction
2024-04-15,TFL-J-154042,Tube,Liverpool Street,Paddington,2024-04-15 17:53:00,2024-04-15 18:25:00,4.68,4,City of London,Westminster,32.0,0.14625,Peak PM,Smooth
2024-05-04,TFL-J-396438,Tube,Paddington,Bank,2024-05-04 08:11:00,2024-05-04 08:46:00,4.74,1,Westminster,City of London,35.0,0.13542857142857143,Peak AM,Smooth
2024-10-18,TFL-J-994766,Tube,Victoria,Bank,2024-10-18 11:39:00,2024-10-18 11:55:00,4.95,0,Westminster,City of London,16.0,0.309375,Off-Peak,Smooth
2024-02-03,TFL-J-256598,Tube,Paddington,Canary Wharf,2024-02-03 12:55:00,2024-02-03 13:29:00,4.5,1,Westminster,Tower Hamlets,34.0,0.1323529411764706,Off-Peak,Smooth
2024-05-16,TFL-J-473848,Tube,London Bridge,Euston,2024-05-16 17:41:00,2024-05-16 18:09:00,5.25,0,Southwark,Camden,28.0,0.1875,Peak PM,Smooth
2024-11-18,TFL-J-179500,Bus,Paddington,Canary Wharf,2024-11-18 08:05:00,2024-11-18 08:29:00,1.75,5,Westminster,Tower Hamlets,24.0,0.07291666666666667,Peak AM,Smooth
2024-04-02,TFL-J-453787,Bus,Victoria,Paddington,2024-04-02 14:59:00,2024-04-02 15:17:00,1.75,3,Westminster,Westminster,18.0,0.09722222222222222,Off-Peak,Smooth
2024-01-10,TFL-J-939763,Bus,Euston,Stratford,2024-01-10 08:48:00,2024-01-10 09:34:00,1.75,11,Camden,Newham,46.0,0.03804347826086957,Peak AM,High Friction
2024-11-05,TFL-J-684371,Bus,Waterloo,Paddington,2024-11-05 07:25:00,2024-11-05 07:50:00,1.75,5,Lambeth,Westminster,25.0,0.07,Peak AM,Smooth
2024-10-01,TFL-J-739434,Tube,Euston,Stratford,2024-10-01 23:09:00,2024-10-01 23:52:00,4.49,0,Camden,Newham,43.0,0.1044186046511628,Night,Smooth
2024-12-12,TFL-J-724324,Tube,Paddington,London Bridge,2024-12-12 13:21:00,2024-12-12 13:55:00,3.97,5,Westminster,Southwark,34.0,0.11676470588235295,Off-Peak,Smooth
2024-08-12,TFL-J-192270,Bus,London Bridge,Euston,2024-08-12 18:59:00,2024-08-12 19:31:00,4.39,12,Southwark,Camden,32.0,0.1371875,Peak PM,High Friction
2024-09-17,TFL-J-725617,Tube,Victoria,Canary Wharf,2024-09-17 17:11:00,2024-09-17 17:33:00,4.28,2,Westminster,Tower Hamlets,22.0,0.19454545454545455,Peak PM,Smooth
2024-02-25,TFL-J-810052,Tube,Victoria,Liverpool Street,2024-02-25 17:42:00,2024-02-25 18:32:00,2.83,17,Westminster,City of London,50.0,0.056600000000000004,Peak PM,High Friction
2024-05-07,TFL-J-270000,Tube,Waterloo,Kings Cross,2024-05-07 23:49:00,2024-05-08 00:07:00,5.19,3,Lambeth,Camden,18.0,0.28833333333333333,Night,Smooth
2024-08-06,TFL-J-742862,Bus,Euston,Kings Cross,2024-08-06 08:31:00,2024-08-06 09:38:00,1.75,29,Camden,Camden,67.0,0.026119402985074626,Peak AM,Severe Friction
2024-10-20,TFL-J-805777,Bus,Canary Wharf,Paddington,2024-10-20 07:40:00,2024-10-20 08:17:00,1.75,10,Tower Hamlets,Westminster,37.0,0.0472972972972973,Peak AM,Minor Delays
2024-06-07,TFL-J-451193,Bus,Liverpool Street,Waterloo,2024-06-07 18:55:00,2024-06-07 19:20:00,1.75,2,City of London,Lambeth,25.0,0.07,Peak PM,Smooth
2024-09-15,TFL-J-788900,Tube,Paddington,Bank,2024-09-15 09:10:00,2024-09-15 09:45:00,3.48,7,Westminster,City of London,35.0,0.09942857142857142,Peak AM,Minor Delays
2024-12-24,TFL-J-740175,Tube,Waterloo,London Bridge,2024-12-24 13:45:00,2024-12-24 14:24:00,2.87,1,Lambeth,Southwark,39.0,0.07358974358974359,Off-Peak,Smooth
2024-03-20,TFL-J-529516,Bus,Euston,Stratford,2024-03-20 17:10:00,2024-03-20 17:45:00,1.75,1,Camden,Newham,35.0,0.05,Peak PM,Smooth
2024-06-08,TFL-J-205760,Tube,Kings Cross,Liverpool Street,2024-06-08 07:13:00,2024-06-08 07:47:00,3.69,0,Camden,City of London,34.0,0.10852941176470587,Peak AM,Smooth
2024-05-10,TFL-J-679766,Bus,Paddington,Stratford,2024-05-10 17:14:00,2024-05-10 18:02:00,1.75,24,Westminster,Newham,48.0,0.036458333333333336,Peak PM,High Friction
2024-08-07,TFL-J-845150,Tube,Canary Wharf,Stratford,2024-08-07 07:25:00,2024-08-07 08:08:00,3.08,0,Tower Hamlets,Newham,43.0,0.07162790697674419,Peak AM,Smooth
2024-05-23,TFL-J-664788,Tube,Liverpool Street,Paddington,2024-05-23 16:56:00,2024-05-23 17:40:00,4.79,12,City of London,Westminster,44.0,0.10886363636363637,Peak PM,High Friction
2024-02-27,TFL-J-623437,Tube,Waterloo,Euston,2024-02-27 09:10:00,2024-02-27 09:54:00,4.55,15,Lambeth,Camden,44.0,0.10340909090909091,Peak AM,High Friction
2024-04-03,TFL-J-786984,Tube,Euston,Bank,2024-04-03 08:18:00,2024-04-03 09:04:00,3.78,6,Camden,City of London,46.0,0.08217391304347825,Peak AM,Minor Delays
2024-09-21,TFL-J-272872,Tube,Liverpool Street,Euston,2024-09-21 19:38:00,2024-09-21 20:16:00,5.18,2,City of London,Camden,38.0,0.1363157894736842,Night,Smooth
2024-02-07,TFL-J-625613,Bus,Stratford,Paddington,2024-02-07 08:28:00,2024-02-07 08:56:00,1.75,7,Newham,Westminster,28.0,0.0625,Peak AM,Minor Delays
2024-01-09,TFL-J-344012,Tube,Victoria,Paddington,2024-01-09 21:48:00,2024-01-09 22:14:00,5.24,1,Westminster,Westminster,26.0,0.20153846153846156,Night,Smooth
2024-07-18,TFL-J-377781,Tube,Stratford,Bank,2024-07-18 17:10:00,2024-07-18 17:55:00,9.47,26,Newham,City of London,45.0,0.21044444444444446,Peak PM,High Friction
2024-12-19,TFL-J-553052,Tube,Paddington,Kings Cross,2024-12-19 09:01:00,2024-12-19 09:36:00,3.67,4,Westminster,Camden,35.0,0.10485714285714286,Peak AM,Smooth
2024-02-03,TFL-J-500874,Tube,Victoria,Euston,2024-02-03 07:59:00,2024-02-03 08:32:00,5.41,8,Westminster,Camden,33.0,0.16393939393939394,Peak AM,Minor Delays
2024-12-21,TFL-J-510697,Tube,London Bridge,Canary Wharf,2024-12-21 08:09:00,2024-12-21 08:31:00,4.97,4,Southwark,Tower Hamlets,22.0,0.2259090909090909,Peak AM,Smooth
2024-01-02,TFL-J-710464,Tube,Kings Cross,Waterloo,2024-01-02 18:40:00,2024-01-02 19:14:00,4.9,3,Camden,Lambeth,34.0,0.14411764705882354,Peak PM,Smooth
2024-05-08,TFL-J-677683,Tube,Bank,Waterloo,2024-05-08 16:26:00,2024-05-08 16:58:00,2.95,0,City of London,Lambeth,32.0,0.0921875,Peak PM,Smooth
2024-09-05,TFL-J-488920,Tube,Liverpool Street,Stratford,2024-09-05 12:40:00,2024-09-05 13:16:00,3.12,0,City of London,Newham,36.0,0.08666666666666667,Off-Peak,Smooth
2024-04-24,TFL-J-378868,Tube,Euston,Bank,2024-04-24 14:31:00,2024-04-24 14:59:00,5.43,0,Camden,City of London,28.0,0.19392857142857142,Off-Peak,Smooth
2024-05-02,TFL-J-555625,Overground,Liverpool Street,Victoria,2024-05-02 13:23:00,2024-05-02 13:47:00,4.61,0,City of London,Westminster,24.0,0.19208333333333336,Off-Peak,Smooth
2024-11-23,TFL-J-520363,Tube,London Bridge,Kings Cross,2024-11-23 08:20:00,2024-11-23 08:59:00,3.0,14,Southwark,Camden,39.0,0.07692307692307693,Peak AM,High Friction
2024-02-11,TFL-J-199082,Bus,Paddington,Waterloo,2024-02-11 07:06:00,2024-02-11 07:33:00,1.75,9,Westminster,Lambeth,27.0,0.06481481481481481,Peak AM,Minor Delays
2024-07-20,TFL-J-517334,Tube,London Bridge,Euston,2024-07-20 16:03:00,2024-07-20 16:40:00,4.32,14,Southwark,Camden,37.0,0.11675675675675676,Peak PM,High Friction
2024-10-19,TFL-J-383767,Tube,London Bridge,Waterloo,2024-10-19 08:15:00,2024-10-19 09:34:00,4.92,36,Southwark,Lambeth,79.0,0.062278481012658225,Peak AM,Severe Friction
2024-02-22,TFL-J-815304,Tube,London Bridge,Paddington,2024-02-22 17:07:00,2024-02-22 17:42:00,4.38,3,Southwark,Westminster,35.0,0.12514285714285714,Peak PM,Smooth
2024-10-15,TFL-J-818992,Bus,Liverpool Street,Stratford,2024-10-15 07:43:00,2024-10-15 08:21:00,1.75,3,City of London,Newham,38.0,0.046052631578947366,Peak AM,Smooth
2024-02-01,TFL-J-710477,Overground,Paddington,Bank,2024-02-01 16:06:00,2024-02-01 17:02:00,5.2,14,Westminster,City of London,56.0,0.09285714285714286,Peak PM,High Friction
2024-07-08,TFL-J-520793,Bus,Canary Wharf,London Bridge,2024-07-08 22:45:00,2024-07-08 23:38:00,1.75,13,Tower Hamlets,Southwark,53.0,0.0330188679245283,Night,High Friction
2024-05-25,TFL-J-809743,Tube,Waterloo,Victoria,2024-05-25 19:48:00,2024-05-25 20:16:00,3.27,3,Lambeth,Westminster,28.0,0.11678571428571428,Night,Smooth
2024-07-17,TFL-J-439254,Tube,Stratford,Liverpool Street,2024-07-17 09:23:00,2024-07-17 10:36:00,3.31,36,Newham,City of London,73.0,0.04534246575342466,Peak AM,Severe Friction
2024-03-20,TFL-J-367279,Bus,Liverpool Street,London Bridge,2024-03-20 07:24:00,2024-03-20 07:55:00,1.75,6,City of London,Southwark,31.0,0.056451612903225805,Peak AM,Minor Delays
2024-05-12,TFL-J-554852,Tube,Stratford,Waterloo,2024-05-12 08:11:00,2024-05-12 08:45:00,3.7,8,Newham,Lambeth,34.0,0.10882352941176471,Peak AM,Minor Delays
2024-09-11,TFL-J-830177,Tube,Paddington,Kings Cross,2024-09-11 13:36:00,2024-09-11 14:20:00,3.11,6,Westminster,Camden,44.0,0.07068181818181818,Off-Peak,Minor Delays
2024-11-25,TFL-J-964566,Overground,Euston,London Bridge,2024-11-25 08:46:00,2024-11-25 10:00:00,3.82,31,Camden,Southwark,74.0,0.05162162162162162,Peak AM,Severe Friction
2024-03-05,TFL-J-371159,Tube,Kings Cross,Liverpool Street,2024-03-05 07:25:00,2024-03-05 07:56:00,4.3,5,Camden,City of London,31.0,0.13870967741935483,Peak AM,Smooth
2024-08-02,TFL-J-800745,Tube,Paddington,Waterloo,2024-08-02 17:26:00,2024-08-02 17:54:00,4.6,11,Westminster,Lambeth,28.0,0.16428571428571428,Peak PM,High Friction
2024-02-06,TFL-J-544453,Tube,Euston,Victoria,2024-02-06 08:26:00,2024-02-06 09:05:00,4.99,0,Camden,Westminster,39.0,0.12794871794871795,Peak AM,Smooth
2024-11-24,TFL-J-633172,Overground,Paddington,Liverpool Street,2024-11-24 08:40:00,2024-11-24 09:01:00,4.01,4,Westminster,City of London,21.0,0.19095238095238093,Peak AM,Smooth
2024-03-23,TFL-J-222632,Tube,Kings Cross,Bank,2024-03-23 17:16:00,2024-03-23 18:11:00,5.31,13,Camden,City of London,55.0,0.09654545454545453,Peak PM,High Friction
2024-05-14,TFL-J-981175,Tube,Euston,Canary Wharf,2024-05-14 16:58:00,2024-05-14 17:32:00,4.46,1,Camden,Tower Hamlets,34.0,0.13117647058823528,Peak PM,Smooth
2024-02-21,TFL-J-717242,Tube,Victoria,London Bridge,2024-02-21 20:51:00,2024-02-21 21:30:00,3.21,1,Westminster,Southwark,39.0,0.0823076923076923,Night,Smooth
2024-09-01,TFL-J-627159,Tube,Victoria,Stratford,2024-09-01 09:45:00,2024-09-01 10:42:00,3.34,34,Westminster,Newham,57.0,0.058596491228070174,Peak AM,High Friction
2024-11-05,TFL-J-210751,Tube,Victoria,Bank,2024-11-05 16:25:00,2024-11-05 16:59:00,4.4,8,Westminster,City of London,34.0,0.12941176470588237,Peak PM,Minor Delays
2024-12-13,TFL-J-180703,Tube,Kings Cross,Victoria,2024-12-13 09:39:00,2024-12-13 10:47:00,3.88,32,Camden,Westminster,68.0,0.057058823529411766,Peak AM,Severe Friction
2024-12-02,TFL-J-717131,Bus,Euston,Paddington,2024-12-02 07:08:00,2024-12-02 07:35:00,1.75,2,Camden,Westminster,27.0,0.06481481481481481,Peak AM,Smooth
2024-09-19,TFL-J-577664,Tube,Stratford,London Bridge,2024-09-19 07:58:00,2024-09-19 08:29:00,4.54,12,Newham,Southwark,31.0,0.1464516129032258,Peak AM,High Friction
2024-04-28,TFL-J-399111,Bus,Canary Wharf,Waterloo,2024-04-28 16:22:00,2024-04-28 16:46:00,1.75,1,Tower Hamlets,Lambeth,24.0,0.07291666666666667,Peak PM,Smooth
2024-01-18,TFL-J-655477,Tube,Paddington,Canary Wharf,2024-01-18 20:35:00,2024-01-18 20:57:00,3.31,7,Westminster,Tower Hamlets,22.0,0.15045454545454545,Night,Minor Delays
2024-06-27,TFL-J-829112,Bus,Canary Wharf,Liverpool Street,2024-06-27 08:39:00,2024-06-27 09:31:00,1.75,11,Tower Hamlets,City of London,52.0,0.03365384615384615,Peak AM,High Friction
2024-12-09,TFL-J-586498,Tube,Waterloo,Stratford,2024-12-09 17:57:00,2024-12-09 18:39:00,5.3,20,Lambeth,Newham,42.0,0.1261904761904762,Peak PM,High Friction
2024-05-12,TFL-J-306137,Overground,Victoria,London Bridge,2024-05-12 16:19:00,2024-05-12 16:46:00,4.87,1,Westminster,Southwark,27.0,0.18037037037037038,Peak PM,Smooth
2024-04-02,TFL-J-821057,Tube,Euston,Canary Wharf,2024-04-02 17:07:00,2024-04-02 17:52:00,4.05,7,Camden,Tower Hamlets,45.0,0.09,Peak PM,Minor Delays
2024-10-04,TFL-J-611867,Tube,Stratford,Bank,2024-10-04 13:07:00,2024-10-04 13:40:00,4.81,5,Newham,City of London,33.0,0.14575757575757575,Off-Peak,Smooth
2024-04-23,TFL-J-742162,Bus,Bank,Waterloo,2024-04-23 17:07:00,2024-04-23 17:49:00,1.75,23,City of London,Lambeth,42.0,0.041666666666666664,Peak PM,High Friction
2024-06-09,TFL-J-656984,Tube,Stratford,Euston,2024-06-09 18:22:00,2024-06-09 18:43:00,9.42,5,Newham,Camden,21.0,0.44857142857142857,Peak PM,Smooth
2024-03-14,TFL-J-545018,Tube,Canary Wharf,Waterloo,2024-03-14 17:39:00,2024-03-14 18:28:00,3.23,24,Tower Hamlets,Lambeth,49.0,0.06591836734693877,Peak PM,High Friction
2024-03-09,TFL-J-441302,Tube,Kings Cross,Canary Wharf,2024-03-09 09:27:00,2024-03-09 10:07:00,3.21,2,Camden,Tower Hamlets,40.0,0.08025,Peak AM,Smooth
2024-08-05,TFL-J-221642,Tube,Euston,Kings Cross,2024-08-05 10:33:00,2024-08-05 11:21:00,4.68,3,Camden,Camden,48.0,0.09749999999999999,Off-Peak,Smooth
2024-09-13,TFL-J-592738,Tube,Bank,Euston,2024-09-13 08:40:00,2024-09-13 09:42:00,5.33,20,City of London,Camden,62.0,0.08596774193548387,Peak AM,Severe Friction
2024-12-12,TFL-J-173424,Tube,Canary Wharf,Paddington,2024-12-12 12:42:00,2024-12-12 13:08:00,3.25,0,Tower Hamlets,Westminster,26.0,0.125,Off-Peak,Smooth
2024-07-17,TFL-J-568621,Overground,Euston,Paddington,2024-07-17 16:55:00,2024-07-17 17:26:00,5.4,6,Camden,Westminster,31.0,0.17419354838709677,Peak PM,Minor Delays
2024-04-23,TFL-J-710443,Tube,Euston,Kings Cross,2024-04-23 15:31:00,2024-04-23 16:18:00,3.55,2,Camden,Camden,47.0,0.07553191489361702,Off-Peak,Smooth
2024-05-07,TFL-J-206094,Overground,Stratford,Paddington,2024-05-07 16:45:00,2024-05-07 17:42:00,3.23,22,Newham,Westminster,57.0,0.056666666666666664,Peak PM,High Friction
2024-11-10,TFL-J-805878,Tube,Victoria,Kings Cross,2024-11-10 16:30:00,2024-11-10 17:26:00,3.04,14,Westminster,Camden,56.0,0.054285714285714284,Peak PM,High Friction
2024-10-22,TFL-J-453267,Bus,Kings Cross,Stratford,2024-10-22 07:49:00,2024-10-22 08:30:00,1.75,9,Camden,Newham,41.0,0.042682926829268296,Peak AM,Minor Delays
2024-04-23,TFL-J-570569,Tube,Canary Wharf,Stratford,2024-04-23 11:43:00,2024-04-23 12:21:00,5.46,6,Tower Hamlets,Newham,38.0,0.14368421052631578,Off-Peak,Minor Delays
2024-12-20,TFL-J-742596,Tube,London Bridge,Paddington,2024-12-20 22:57:00,2024-12-20 23:43:00,4.61,9,Southwark,Westminster,46.0,0.10021739130434783,Night,Minor Delays
2024-08-10,TFL-J-739867,Tube,Bank,Canary Wharf,2024-08-10 10:37:00,2024-08-10 10:56:00,2.91,3,City of London,Tower Hamlets,19.0,0.1531578947368421,Off-Peak,Smooth
2024-08-15,TFL-J-725914,Tube,Kings Cross,Bank,2024-08-15 08:26:00,2024-08-15 08:53:00,3.68,0,Camden,City of London,27.0,0.1362962962962963,Peak AM,Smooth
2024-06-24,TFL-J-883162,Bus,Canary Wharf,Euston,2024-06-24 20:53:00,2024-06-24 21:38:00,1.75,0,Tower Hamlets,Camden,45.0,0.03888888888888889,Night,Smooth
2024-05-27,TFL-J-853477,Bus,Kings Cross,Bank,2024-05-27 07:41:00,2024-05-27 08:24:00,1.75,6,Camden,City of London,43.0,0.040697674418604654,Peak AM,Minor Delays
2024-06-19,TFL-J-348505,Tube,Bank,Euston,2024-06-19 21:57:00,2024-06-19 22:44:00,4.37,6,City of London,Camden,47.0,0.09297872340425532,Night,Minor Delays
