Date,Journey_ID,Transport_Mode,Origin_Station,Destination_Station,Tap_In_Time,Tap_Out_Time,Journey_Cost,Delay_Minutes,Origin_Borough,Destination_Borough,Journey_Duration
2024-04-05,TFL-J-873983,Bus,Victoria,Kings Cross,2024-04-05 07:25:00,2024-04-05 07:44:00,1.75,0,Westminster,Camden,19.0
2024-04-24,TFL-J-288808,Tube,Bank,Waterloo,2024-04-24 11:01:00,2024-04-24 11:22:00,3.63,6,City of London,Lambeth,21.0
2024-01-19,TFL-J-708609,Tube,Victoria,Kings Cross,2024-01-19 08:01:00,2024-01-19 08:32:00,5.33,0,Westminster,Camden,31.0
2024-12-12,TFL-J-790112,Tube,Paddington,Liverpool Street,2024-12-12 16:29:00,2024-12-12 16:44:00,3.32,0,Westminster,City of London,15.0
2024-12-29,TFL-J-889451,Bus,Canary Wharf,Paddington,2024-12-29 08:20:00,2024-12-29 09:40:00,1.75,38,Tower Hamlets,Westminster,80.0
2024-06-25,TFL-J-497003,Bus,Kings Cross,London Bridge,2024-06-25 11:30:00,2024-06-25 11:55:00,1.75,0,Camden,Southwark,25.0
2024-05-25,TFL-J-502053,Tube,Kings Cross,Canary Wharf,2024-05-25 16:50:00,2024-05-25 16:59:00,9.4,1,Camden,Tower Hamlets,9.0
2024-04-01,TFL-J-467381,Tube,London Bridge,Waterloo,2024-04-01 12:26:00,2024-04-01 13:12:00,2.99,2,Southwark,Lambeth,46.0
2024-06-19,TFL-J-748198,Tube,Liverpool Street,Victoria,2024-06-19 07:56:00,2024-06-19 08:36:00,4.81,6,City of London,Westminster,40.0
2024-01-03,TFL-J-508103,Overground,Waterloo,Kings Cross,2024-01-03 08:18:00,2024-01-03 09:15:00,4.23,18,Lambeth,Camden,57.0
2024-06-23,TFL-J-127494,Tube,Stratford,Waterloo,2024-06-23 09:47:00,2024-06-23 10:22:00,4.03,2,Newham,Lambeth,35.0
2024-02-05,TFL-J-797784,Tube,London Bridge,Victoria,2024-02-05 16:28:00,2024-02-05 16:54:00,4.58,0,Southwark,Westminster,26.0
2024-10-02,TFL-J-461655,Bus,Kings Cross,Liverpool Street,2024-10-02 20:41:00,2024-10-02 21:14:00,1.75,1,Camden,City of London,33.0
2024-01-05,TFL-J-435410,Tube,Bank,Canary Wharf,2024-01-05 17:27:00,2024-01-05 17:58:00,2.89,5,City of London,Tower Hamlets,31.0
2024-04-02,TFL-J-523546,Tube,Paddington,London Bridge,2024-04-02 18:28:00,2024-04-02 18:48:00,4.94,5,Westminster,Southwark,20.0
2024-09-02,TFL-J-142313,Tube,Euston,Waterloo,2024-09-02 09:46:00,2024-09-02 10:51:00,3.76,41,Camden,Lambeth,65.0
2024-07-01,TFL-J-669463,Overground,Liverpool Street,Euston,2024-07-01 18:05:00,2024-07-01 18:59:00,5.5,18,City of London,Camden,54.0
2024-08-19,TFL-J-895144,Overground,Victoria,Stratford,2024-08-19 08:36:00,2024-08-19 08:55:00,5.05,1,Westminster,Newham,19.0
2024-03-14,TFL-J-955722,Tube,Kings Cross,Victoria,2024-03-14 15:05:00,2024-03-14 15:38:00,3.68,0,Camden,Westminster,33.0
2024-04-01,TFL-J-334973,Tube,Kings Cross,Waterloo,2024-04-01 16:01:00,2024-04-01 16:47:00,4.09,14,Camden,Lambeth,46.0
2024-10-26,TFL-J-758088,Overground,Victoria,Paddington,2024-10-26 17:48:00,2024-10-26 18:30:00,4.41,5,Westminster,Westminster,42.0
2024-09-13,TFL-J-102517,Bus,Paddington,Victoria,2024-09-13 17:12:00,2024-09-13 17:39:00,1.75,1,Westminster,Westminster,27.0
2024-12-03,TFL-J-212619,Bus,Canary Wharf,Kings Cross,2024-12-03 08:32:00,2024-12-03 09:02:00,1.75,0,Tower Hamlets,Camden,30.0
2024-03-07,TFL-J-377091,Tube,Kings Cross,Victoria,2024-03-07 17:25:00,2024-03-07 18:20:00,3.69,10,Camden,Westminster,55.0
2024-07-01,TFL-J-575793,Tube,Euston,Kings Cross,2024-07-01 13:10:00,2024-07-01 13:54:00,5.4,3,Camden,Camden,44.0
2024-07-06,TFL-J-380046,Tube,Bank,Paddington,2024-07-06 07:33:00,2024-07-06 08:14:00,5.43,1,City of London,Westminster,41.0
2024-02-12,TFL-J-614653,Tube,Euston,Kings Cross,2024-02-12 20:54:00,2024-02-12 21:28:00,3.95,3,Camden,Camden,34.0
2024-03-26,TFL-J-134760,Tube,Liverpool Street,Canary Wharf,2024-03-26 10:32:00,2024-03-26 10:49:00,5.44,2,City of London,Tower Hamlets,17.0
2024-04-29,TFL-J-797201,Bus,Euston,Paddington,2024-04-29 08:56:00,2024-04-29 10:00:00,1.75,34,Camden,Westminster,64.0
2024-11-14,TFL-J-623426,Tube,Stratford,Canary Wharf,2024-11-14 19:22:00,2024-11-14 20:01:00,3.04,0,Newham,Tower Hamlets,39.0
2024-12-16,TFL-J-455291,Tube,Liverpool Street,Bank,2024-12-16 16:49:00,2024-12-16 17:44:00,3.86,17,City of London,City of London,55.0
2024-12-19,TFL-J-798128,Tube,Victoria,Canary Wharf,2024-12-19 09:25:00,2024-12-19 10:02:00,3.27,5,Westminster,Tower Hamlets,37.0
2024-08-31,TFL-J-632874,Tube,Victoria,Bank,2024-08-31 08:27:00,2024-08-31 08:54:00,3.46,7,Westminster,City of London,27.0
2024-07-25,TFL-J-550388,Tube,Kings Cross,Liverpool Street,2024-07-25 16:16:00,2024-07-25 17:22:00,2.94,24,Camden,City of London,66.0
2024-05-16,TFL-J-802795,Tube,Euston,London Bridge,2024-05-16 15:46:00,2024-05-16 16:07:00,3.04,1,Camden,Southwark,21.0
2024-04-23,TFL-J-658539,Tube,Waterloo,Stratford,2024-04-23 07:13:00,2024-04-23 07:55:00,3.52,0,Lambeth,Newham,42.0
2024-10-12,TFL-J-155772,Overground,Canary Wharf,London Bridge,2024-10-12 16:26:00,2024-10-12 16:53:00,3.47,8,Tower Hamlets,Southwark,27.0
2024-05-11,TFL-J-545319,Tube,London Bridge,Canary Wharf,2024-05-11 14:00:00,2024-05-11 14:29:00,3.51,0,Southwark,Tower Hamlets,29.0
2024-01-01,TFL-J-566678,Tube,Canary Wharf,Victoria,2024-01-01 12:57:00,2024-01-01 13:46:00,9.38,4,Tower Hamlets,Westminster,49.0
2024-01-07,TFL-J-707759,Tube,Waterloo,Paddington,2024-01-07 09:35:00,2024-01-07 10:57:00,5.21,38,Lambeth,Westminster,82.0
2024-01-15,TFL-J-575672,Tube,Stratford,Victoria,2024-01-15 07:30:00,2024-01-15 07:52:00,3.21,3,Newham,Westminster,22.0
2024-04-17,TFL-J-455267,Bus,London Bridge,Waterloo,2024-04-17 18:55:00,2024-04-17 19:42:00,1.75,26,Southwark,Lambeth,47.0
2024-08-22,TFL-J-511346,Bus,Liverpool Street,Bank,2024-08-22 17:06:00,2024-08-22 17:54:00,1.75,19,City of London,City of London,48.0
2024-09-09,TFL-J-951601,Overground,Bank,Canary Wharf,2024-09-09 10:32:00,2024-09-09 11:19:00,3.29,3,City of London,Tower Hamlets,47.0
2024-09-25,TFL-J-450147,Tube,Kings Cross,Euston,2024-09-25 16:12:00,2024-09-25 17:05:00,4.62,9,Camden,Camden,53.0
2024-05-22,TFL-J-394761,Tube,Kings Cross,Bank,2024-05-22 09:03:00,2024-05-22 09:47:00,3.83,6,Camden,City of London,44.0
2024-12-29,TFL-J-297000,Bus,Victoria,Stratford,2024-12-29 17:27:00,2024-12-29 18:16:00,1.75,7,Westminster,Newham,49.0
2024-12-13,TFL-J-744683,Tube,Liverpool Street,Paddington,2024-12-13 10:50:00,2024-12-13 11:18:00,4.01,0,City of London,Westminster,28.0
2024-08-26,TFL-J-917836,Tube,Liverpool Street,Bank,2024-08-26 08:15:00,2024-08-26 08:49:00,3.96,12,City of London,City of London,34.0
2024-02-07,TFL-J-314437,Tube,Canary Wharf,Euston,2024-02-07 17:17:00,2024-02-07 17:55:00,4.36,0,Tower Hamlets,Camden,38.0
2024-10-01,TFL-J-491023,Tube,Victoria,Kings Cross,2024-10-01 17:40:00,2024-10-01 18:36:00,3.68,13,Westminster,Camden,56.0
2024-12-03,TFL-J-896387,Tube,London Bridge,Paddington,2024-12-03 09:23:00,2024-12-03 10:24:00,3.68,30,Southwark,Westminster,61.0
2024-04-07,TFL-J-141999,Tube,London Bridge,Canary Wharf,2024-04-07 17:21:00,2024-04-07 18:04:00,9.96,25,Southwark,Tower Hamlets,43.0
2024-10-20,TFL-J-714881,Overground,London Bridge,Victoria,2024-10-20 12:54:00,2024-10-20 13:28:00,3.12,5,Southwark,Westminster,34.0
2024-05-22,TFL-J-740065,Bus,Waterloo,Bank,2024-05-22 23:26:00,2024-05-22 23:52:00,1.75,2,Lambeth,City of London,26.0
2024-10-14,TFL-J-224319,Tube,London Bridge,Victoria,2024-10-14 18:14:00,2024-10-14 18:44:00,4.83,9,Southwark,Westminster,30.0
2024-12-06,TFL-J-677118,Tube,Liverpool Street,Kings Cross,2024-12-06 07:02:00,2024-12-06 08:14:00,4.43,28,City of London,Camden,72.0
2024-05-30,TFL-J-496292,Tube,Liverpool Street,Victoria,2024-05-30 07:09:00,2024-05-30 07:41:00,3.42,11,City of London,Westminster,32.0
2024-02-02,TFL-J-907081,Tube,Liverpool Street,Bank,2024-02-02 17:26:00,2024-02-02 17:52:00,3.01,7,City of London,City of London,26.0
2024-09-08,TFL-J-893635,Bus,Waterloo,Liverpool Street,2024-09-08 12:46:00,2024-09-08 13:13:00,1.75,0,Lambeth,City of London,27.0
2024-11-22,TFL-J-452326,Bus,Paddington,Stratford,2024-11-22 22:49:00,2024-11-22 23:07:00,1.75,1,Westminster,Newham,18.0
2024-12-15,TFL-J-479074,Bus,Kings Cross,Paddington,2024-12-15 09:48:00,2024-12-15 10:10:00,1.75,4,Camden,Westminster,22.0
2024-02-08,TFL-J-271981,Bus,Euston,Bank,2024-02-08 09:44:00,2024-02-08 10:24:00,1.75,8,Camden,City of London,40.0
2024-02-19,TFL-J-793726,Tube,Bank,Waterloo,2024-02-19 16:01:00,2024-02-19 16:43:00,2.84,1,City of London,Lambeth,42.0
2024-09-03,TFL-J-128970,Tube,Liverpool Street,Waterloo,2024-09-03 09:11:00,2024-09-03 09:51:00,3.4,11,City of London,Lambeth,40.0
2024-09-12,TFL-J-590194,Overground,Euston,Waterloo,2024-09-12 18:26:00,2024-09-12 19:12:00,3.95,18,Camden,Lambeth,46.0
2024-09-28,TFL-J-887293,Bus,Victoria,Waterloo,2024-09-28 09:51:00,2024-09-28 10:23:00,1.75,13,Westminster,Lambeth,32.0
2024-01-05,TFL-J-231094,Overground,Euston,Victoria,2024-01-05 10:47:00,2024-01-05 11:23:00,4.14,2,Camden,Westminster,36.0
2024-11-10,TFL-J-349322,Tube,Waterloo,Stratford,2024-11-10 09:41:00,2024-11-10 10:08:00,3.48,1,Lambeth,Newham,27.0
2024-08-13,TFL-J-359826,Tube,Liverpool Street,Kings Cross,2024-08-13 21:31:00,2024-08-13 22:10:00,5.46,1,City of London,Camden,39.0
2024-01-12,TFL-J-283821,Bus,Waterloo,Kings Cross,2024-01-12 16:10:00,2024-01-12 16:39:00,1.75,2,Lambeth,Camden,29.0
2024-10-31,TFL-J-360633,Tube,Waterloo,Stratford,2024-10-31 18:04:00,2024-10-31 18:55:00,8.52,11,Lambeth,Newham,51.0
2024-01-28,TFL-J-330469,Tube,Euston,Stratford,2024-01-28 09:57:00,2024-01-28 10:25:00,5.5,6,Camden,Newham,28.0
2024-11-03,TFL-J-742789,Tube,Canary Wharf,Euston,2024-11-03 19:57:00,2024-11-03 20:43:00,10.51,8,Tower Hamlets,Camden,46.0
2024-03-03,TFL-J-935948,Overground,Stratford,Victoria,2024-03-03 16:40:00,2024-03-03 17:34:00,8.13,21,Newham,Westminster,54.0
2024-11-22,TFL-J-134902,Overground,Paddington,Liverpool Street,2024-11-22 15:50:00,2024-11-22 16:12:00,4.37,0,Westminster,City of London,22.0
2024-06-22,TFL-J-358781,Tube,Canary Wharf,Victoria,2024-06-22 10:11:00,2024-06-22 10:33:00,5.49,1,Tower Hamlets,Westminster,22.0
2024-07-23,TFL-J-975506,Tube,Stratford,Kings Cross,2024-07-23 07:13:00,2024-07-23 07:34:00,3.06,3,Newham,Camden,21.0
2024-02-12,TFL-J-850583,Bus,Waterloo,Stratford,2024-02-12 09:09:00,2024-02-12 09:37:00,1.75,6,Lambeth,Newham,28.0
2024-01-06,TFL-J-789995,Tube,Euston,Stratford,2024-01-06 09:24:00,2024-01-06 10:02:00,3.59,2,Camden,Newham,38.0
2024-03-05,TFL-J-537542,Bus,Stratford,London Bridge,2024-03-05 07:26:00,2024-03-05 08:02:00,1.75,9,Newham,Southwark,36.0
2024-07-01,TFL-J-194978,Tube,Canary Wharf,Paddington,2024-07-01 16:13:00,2024-07-01 17:06:00,4.48,23,Tower Hamlets,Westminster,53.0
2024-08-26,TFL-J-207905,Bus,Canary Wharf,London Bridge,2024-08-26 13:49:00,2024-08-26 14:12:00,1.75,1,Tower Hamlets,Southwark,23.0
2024-11-21,TFL-J-335099,Tube,Canary Wharf,Waterloo,2024-11-21 07:54:00,2024-11-21 08:53:00,5.03,44,Tower Hamlets,Lambeth,59.0
2024-01-24,TFL-J-454883,Tube,Stratford,Bank,2024-01-24 17:07:00,2024-01-24 18:03:00,5.01,30,Newham,City of London,56.0
2024-09-16,TFL-J-121232,Tube,Stratford,Waterloo,2024-09-16 14:22:00,2024-09-16 15:10:00,4.23,5,Newham,Lambeth,48.0
2024-05-25,TFL-J-439742,Bus,Stratford,Bank,2024-05-25 09:04:00,2024-05-25 09:35:00,1.75,5,Newham,City of London,31.0
2024-04-03,TFL-J-553502,Overground,Paddington,Euston,2024-04-03 08:43:00,2024-04-03 08:59:00,3.08,1,Westminster,Camden,16.0
2024-05-10,TFL-J-215306,Bus,Euston,London Bridge,2024-05-10 07:26:00,2024-05-10 08:03:00,1.75,1,Camden,Southwark,37.0
2024-03-01,TFL-J-235043,Overground,London Bridge,Canary Wharf,2024-03-01 10:41:00,2024-03-01 11:27:00,5.09,4,Southwark,Tower Hamlets,46.0
2024-02-19,TFL-J-529365,Tube,Euston,Liverpool Street,2024-02-19 07:14:00,2024-02-19 08:11:00,4.28,18,Camden,City of London,57.0
2024-01-22,TFL-J-661686,Tube,Bank,Waterloo,2024-01-22 16:00:00,2024-01-22 16:34:00,3.65,7,City of London,Lambeth,34.0
2024-01-19,TFL-J-461685,Bus,Canary Wharf,Kings Cross,2024-01-19 16:06:00,2024-01-19 16:47:00,1.75,6,Tower Hamlets,Camden,41.0
2024-12-08,TFL-J-506516,Tube,Stratford,Victoria,2024-12-08 17:37:00,2024-12-08 18:01:00,5.26,5,Newham,Westminster,24.0
2024-01-04,TFL-J-374009,Tube,Liverpool Street,Victoria,2024-01-04 07:46:00,2024-01-04 08:05:00,4.17,0,City of London,Westminster,19.0
2024-10-28,TFL-J-271124,Bus,London Bridge,Liverpool Street,2024-10-28 07:48:00,2024-10-28 08:50:00,1.75,27,Southwark,City of London,62.0
2024-05-25,TFL-J-961289,Bus,Stratford,Canary Wharf,2024-05-25 17:46:00,2024-05-25 18:54:00,1.75,26,Newham,Tower Hamlets,68.0
2024-11-20,TFL-J-755492,Overground,Paddington,Bank,2024-11-20 16:35:00,2024-11-20 17:32:00,3.29,12,Westminster,City of London,57.0
2024-02-16,TFL-J-510837,Tube,Victoria,Paddington,2024-02-16 17:47:00,2024-02-16 18:41:00,3.5,14,Westminster,Westminster,54.0
2024-07-15,TFL-J-242036,Bus,Bank,Liverpool Street,2024-07-15 08:49:00,2024-07-15 09:52:00,1.75,38,City of London,City of London,63.0
2024-07-29,TFL-J-497847,Bus,Victoria,Euston,2024-07-29 08:39:00,2024-07-29 09:09:00,1.75,11,Westminster,Camden,30.0
2024-09-02,TFL-J-107257,Tube,Paddington,Kings Cross,2024-09-02 08:05:00,2024-09-02 08:30:00,2.85,9,Westminster,Camden,25.0
2024-11-08,TFL-J-596324,Overground,Paddington,Stratford,2024-11-08 07:28:00,2024-11-08 08:05:00,4.11,0,Westminster,Newham,37.0
2024-09-08,TFL-J-678200,Bus,Paddington,Waterloo,2024-09-08 19:32:00,2024-09-08 20:12:00,1.75,2,Westminster,Lambeth,40.0
2024-09-20,TFL-J-535651,Overground,Bank,Canary Wharf,2024-09-20 18:09:00,2024-09-20 18:18:00,9.4,9,City of London,Tower Hamlets,9.0
2024-12-08,TFL-J-258002,Bus,Waterloo,Victoria,2024-12-08 13:42:00,2024-12-08 14:06:00,1.75,1,Lambeth,Westminster,24.0
2024-04-09,TFL-J-127406,Tube,Liverpool Street,Victoria,2024-04-09 08:17:00,2024-04-09 08:46:00,3.51,6,City of London,Westminster,29.0
2024-10-30,TFL-J-965046,Bus,Paddington,Kings Cross,2024-10-30 20:14:00,2024-10-30 20:52:00,1.75,0,Westminster,Camden,38.0
2024-03-23,TFL-J-132107,Tube,Bank,Paddington,2024-03-23 12:14:00,2024-03-23 12:54:00,3.98,0,City of London,Westminster,40.0
2024-08-29,TFL-J-136960,Tube,Bank,Euston,2024-08-29 10:12:00,2024-08-29 10:44:00,5.03,0,City of London,Camden,32.0
2024-01-22,TFL-J-854271,Tube,London Bridge,Liverpool Street,2024-01-22 09:22:00,2024-01-22 10:10:00,5.39,3,Southwark,City of London,48.0
2024-01-10,TFL-J-214907,Bus,Paddington,Stratford,2024-01-10 18:08:00,2024-01-10 18:12:00,9.4,4,Westminster,Newham,4.0
2024-02-05,TFL-J-443017,Bus,Canary Wharf,Stratford,2024-02-05 18:06:00,2024-02-05 18:58:00,1.75,25,Tower Hamlets,Newham,52.0
2024-09-26,TFL-J-510934,Overground,Canary Wharf,Paddington,2024-09-26 07:58:00,2024-09-26 08:18:00,3.1,0,Tower Hamlets,Westminster,20.0
2024-10-13,TFL-J-190248,Bus,Bank,Paddington,2024-10-13 13:18:00,2024-10-13 13:47:00,4.61,2,City of London,Westminster,29.0
2024-05-08,TFL-J-229075,Tube,Liverpool Street,Waterloo,2024-05-08 08:36:00,2024-05-08 08:39:00,9.4,14,City of London,Lambeth,3.0
2024-10-20,TFL-J-147818,Bus,Liverpool Street,Paddington,2024-10-20 07:27:00,2024-10-20 08:22:00,1.75,28,City of London,Westminster,55.0
2024-10-09,TFL-J-428883,Tube,Liverpool Street,Euston,2024-10-09 07:05:00,2024-10-09 07:42:00,5.26,2,City of London,Camden,37.0
2024-12-02,TFL-J-422136,Tube,Bank,Victoria,2024-12-02 16:57:00,2024-12-02 17:16:00,5.33,1,City of London,Westminster,19.0
2024-06-16,TFL-J-560231,Tube,Stratford,London Bridge,2024-06-16 08:28:00,2024-06-16 09:07:00,3.7,9,Newham,Southwark,39.0
2024-06-08,TFL-J-719787,Tube,Stratford,London Bridge,2024-06-08 07:46:00,2024-06-08 08:14:00,3.29,4,Newham,Southwark,28.0
2024-08-26,TFL-J-257337,Tube,Liverpool Street,Stratford,2024-08-26 17:50:00,2024-08-26 18:18:00,3.76,4,City of London,Newham,28.0
2024-07-04,TFL-J-737961,Bus,Kings Cross,Victoria,2024-07-04 20:52:00,2024-07-04 21:12:00,1.75,0,Camden,Westminster,20.0
2024-09-26,TFL-J-888928,Tube,Waterloo,Canary Wharf,2024-09-26 17:49:00,2024-09-26 18:29:00,4.39,10,Lambeth,Tower Hamlets,40.0
2024-01-28,TFL-J-433950,Tube,Canary Wharf,Paddington,2024-01-28 22:10:00,2024-01-28 22:31:00,4.49,0,Tower Hamlets,Westminster,21.0
2024-11-14,TFL-J-628362,Tube,Bank,Canary Wharf,2024-11-14 07:26:00,2024-11-14 08:36:00,4.46,36,City of London,Tower Hamlets,70.0
2024-03-30,TFL-J-943877,Tube,Paddington,Euston,2024-03-30 09:31:00,2024-03-30 10:21:00,4.1,22,Westminster,Camden,50.0
2024-05-23,TFL-J-364921,Tube,Paddington,Victoria,2024-05-23 10:10:00,2024-05-23 10:54:00,4.05,5,Westminster,Westminster,44.0
2024-06-01,TFL-J-666640,Tube,Victoria,Bank,2024-06-01 10:53:00,2024-06-01 11:34:00,4.71,1,Westminster,City of London,41.0
2024-08-02,TFL-J-962991,Bus,Kings Cross,Stratford,2024-08-02 18:25:00,2024-08-02 18:51:00,1.75,3,Camden,Newham,26.0
2024-03-21,TFL-J-406245,Overground,Liverpool Street,Euston,2024-03-21 14:09:00,2024-03-21 14:48:00,3.05,4,City of London,Camden,39.0
2024-05-23,TFL-J-576717,Tube,London Bridge,Victoria,2024-05-23 22:22:00,2024-05-23 23:08:00,2.82,5,Southwark,Westminster,46.0
2024-04-20,TFL-J-797425,Tube,Bank,Victoria,2024-04-20 09:32:00,2024-04-20 10:25:00,3.79,27,City of London,Westminster,53.0
2024-01-30,TFL-J-418461,Bus,London Bridge,Canary Wharf,2024-01-30 18:31:00,2024-01-30 19:38:00,1.75,22,Southwark,Tower Hamlets,67.0
2024-11-02,TFL-J-395514,Bus,Canary Wharf,Kings Cross,2024-11-02 07:14:00,2024-11-02 08:00:00,1.75,7,Tower Hamlets,Camden,46.0
2024-04-01,TFL-J-151180,Overground,Bank,Waterloo,2024-04-01 07:17:00,2024-04-01 07:42:00,10.86,0,City of London,Lambeth,25.0
2024-06-12,TFL-J-743808,Tube,Victoria,Kings Cross,2024-06-12 16:50:00,2024-06-12 17:21:00,4.56,7,Westminster,Camden,31.0
2024-11-02,TFL-J-821511,Tube,Kings Cross,Paddington,2024-11-02 16:01:00,2024-11-02 16:42:00,3.37,12,Camden,Westminster,41.0
2024-04-15,TFL-J-154042,Tube,Liverpool Street,Paddington,2024-04-15 17:53:00,2024-04-15 18:25:00,4.68,4,City of London,Westminster,32.0
2024-05-04,TFL-J-396438,Tube,Paddington,Bank,2024-05-04 08:11:00,2024-05-04 08:46:00,4.74,1,Westminster,City of London,35.0
2024-10-18,TFL-J-994766,Tube,Victoria,Bank,2024-10-18 11:39:00,2024-10-18 11:55:00,4.95,0,Westminster,City of London,16.0
2024-02-03,TFL-J-256598,Tube,Paddington,Canary Wharf,2024-02-03 12:55:00,2024-02-03 13:29:00,4.5,1,Westminster,Tower Hamlets,34.0
2024-05-16,TFL-J-473848,Tube,London Bridge,Euston,2024-05-16 17:41:00,2024-05-16 18:09:00,5.25,0,Southwark,Camden,28.0
2024-11-18,TFL-J-179500,Bus,Paddington,Canary Wharf,2024-11-18 08:05:00,2024-11-18 08:29:00,1.75,5,Westminster,Tower Hamlets,24.0
2024-04-02,TFL-J-453787,Bus,Victoria,Paddington,2024-04-02 14:59:00,2024-04-02 15:17:00,1.75,3,Westminster,Westminster,18.0
2024-01-10,TFL-J-939763,Bus,Euston,Stratford,2024-01-10 08:48:00,2024-01-10 09:34:00,1.75,11,Camden,Newham,46.0
2024-11-05,TFL-J-684371,Bus,Waterloo,Paddington,2024-11-05 07:25:00,2024-11-05 07:50:00,1.75,5,Lambeth,Westminster,25.0
2024-10-01,TFL-J-739434,Tube,Euston,Stratford,2024-10-01 23:09:00,2024-10-01 23:52:00,4.49,0,Camden,Newham,43.0
2024-12-12,TFL-J-724324,Tube,Paddington,London Bridge,2024-12-12 13:21:00,2024-12-12 13:55:00,3.97,5,Westminster,Southwark,34.0
2024-08-12,TFL-J-192270,Bus,London Bridge,Euston,2024-08-12 18:59:00,2024-08-12 19:31:00,4.39,12,Southwark,Camden,32.0
2024-09-17,TFL-J-725617,Tube,Victoria,Canary Wharf,2024-09-17 17:11:00,2024-09-17 17:33:00,4.28,2,Westminster,Tower Hamlets,22.0
2024-02-25,TFL-J-810052,Tube,Victoria,Liverpool Street,2024-02-25 17:42:00,2024-02-25 18:32:00,2.83,17,Westminster,City of London,50.0
2024-05-07,TFL-J-270000,Tube,Waterloo,Kings Cross,2024-05-07 23:49:00,2024-05-08 00:07:00,5.19,3,Lambeth,Camden,18.0
2024-08-06,TFL-J-742862,Bus,Euston,Kings Cross,2024-08-06 08:31:00,2024-08-06 09:38:00,1.75,29,Camden,Camden,67.0
2024-10-20,TFL-J-805777,Bus,Canary Wharf,Paddington,2024-10-20 07:40:00,2024-10-20 08:17:00,1.75,10,Tower Hamlets,Westminster,37.0
2024-06-07,TFL-J-451193,Bus,Liverpool Street,Waterloo,2024-06-07 18:55:00,2024-06-07 19:20:00,1.75,2,City of London,Lambeth,25.0
2024-09-15,TFL-J-788900,Tube,Paddington,Bank,2024-09-15 09:10:00,2024-09-15 09:45:00,3.48,7,Westminster,City of London,35.0
2024-12-24,TFL-J-740175,Tube,Waterloo,London Bridge,2024-12-24 13:45:00,2024-12-24 14:24:00,2.87,1,Lambeth,Southwark,39.0
2024-03-20,TFL-J-529516,Bus,Euston,Stratford,2024-03-20 17:10:00,2024-03-20 17:45:00,1.75,1,Camden,Newham,35.0
2024-06-08,TFL-J-205760,Tube,Kings Cross,Liverpool Street,2024-06-08 07:13:00,2024-06-08 07:47:00,3.69,0,Camden,City of London,34.0
2024-05-10,TFL-J-679766,Bus,Paddington,Stratford,2024-05-10 17:14:00,2024-05-10 18:02:00,1.75,24,Westminster,Newham,48.0
2024-08-07,TFL-J-845150,Tube,Canary Wharf,Stratford,2024-08-07 07:25:00,2024-08-07 08:08:00,3.08,0,Tower Hamlets,Newham,43.0
2024-05-23,TFL-J-664788,Tube,Liverpool Street,Paddington,2024-05-23 16:56:00,2024-05-23 17:40:00,4.79,12,City of London,Westminster,44.0
2024-02-27,TFL-J-623437,Tube,Waterloo,Euston,2024-02-27 09:10:00,2024-02-27 09:54:00,4.55,15,Lambeth,Camden,44.0
2024-04-03,TFL-J-786984,Tube,Euston,Bank,2024-04-03 08:18:00,2024-04-03 09:04:00,3.78,6,Camden,City of London,46.0
2024-09-21,TFL-J-272872,Tube,Liverpool Street,Euston,2024-09-21 19:38:00,2024-09-21 20:16:00,5.18,2,City of London,Camden,38.0
2024-02-07,TFL-J-625613,Bus,Stratford,Paddington,2024-02-07 08:28:00,2024-02-07 08:56:00,1.75,7,Newham,Westminster,28.0
2024-01-09,TFL-J-344012,Tube,Victoria,Paddington,2024-01-09 21:48:00,2024-01-09 22:14:00,5.24,1,Westminster,Westminster,26.0
2024-07-18,TFL-J-377781,Tube,Stratford,Bank,2024-07-18 17:10:00,2024-07-18 17:55:00,9.47,26,Newham,City of London,45.0
2024-12-19,TFL-J-553052,Tube,Paddington,Kings Cross,2024-12-19 09:01:00,2024-12-19 09:36:00,3.67,4,Westminster,Camden,35.0
2024-02-03,TFL-J-500874,Tube,Victoria,Euston,2024-02-03 07:59:00,2024-02-03 08:32:00,5.41,8,Westminster,Camden,33.0
2024-12-21,TFL-J-510697,Tube,London Bridge,Canary Wharf,2024-12-21 08:09:00,2024-12-21 08:31:00,4.97,4,Southwark,Tower Hamlets,22.0
2024-01-02,TFL-J-710464,Tube,Kings Cross,Waterloo,2024-01-02 18:40:00,2024-01-02 19:14:00,4.9,3,Camden,Lambeth,34.0
2024-05-08,TFL-J-677683,Tube,Bank,Waterloo,2024-05-08 16:26:00,2024-05-08 16:58:00,2.95,0,City of London,Lambeth,32.0
2024-09-05,TFL-J-488920,Tube,Liverpool Street,Stratford,2024-09-05 12:40:00,2024-09-05 13:16:00,3.12,0,City of London,Newham,36.0
2024-04-24,TFL-J-378868,Tube,Euston,Bank,2024-04-24 14:31:00,2024-04-24 14:59:00,5.43,0,Camden,City of London,28.0
2024-05-02,TFL-J-555625,Overground,Liverpool Street,Victoria,2024-05-02 13:23:00,2024-05-02 13:47:00,4.61,0,City of London,Westminster,24.0
2024-11-23,TFL-J-520363,Tube,London Bridge,Kings Cross,2024-11-23 08:20:00,2024-11-23 08:59:00,3.0,14,Southwark,Camden,39.0
2024-02-11,TFL-J-199082,Bus,Paddington,Waterloo,2024-02-11 07:06:00,2024-02-11 07:33:00,1.75,9,Westminster,Lambeth,27.0
